	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19
A218	967.0241126021788	976.1605649241569	973.3997542478893	969.3801124462254	968.4270732661482	965.4055787374173	966.6615266016255	968.7696423606181	956.7855059052677	973.7775308803493	974.2188158102945	975.1433529782685	960.795530964322	969.970081200531	968.49464173921	971.3364368371207	966.8650539799754	982.1732619135133	969.7312692748493	969.4531414189167
A219	956.3151236506196	949.0391954899284	948.6430822272964	957.3375909189392	943.230750989911	949.3331780339183	948.1549948638941	950.3104385052015	952.9241107857563	944.0830362940582	943.506786412844	948.0637961884323	953.901979375696	944.9602945832938	945.6667260857348	953.6252529698565	943.102013310691	943.3731177569033	941.5280203259549	949.4012167636826
A220	1120.992500239152	1111.284049407742	1099.3952013646087	1114.271655338768	1113.3361972654716	1102.2784076845242	1109.3572668941047	1105.15068383673	1094.3208035572134	1108.2100871144892	1107.477634456799	1100.365704325457	1101.7663611890548	1107.5469466745387	1116.7075671571404	1112.3722921308579	1115.4896264935933	1098.2207781541376	1114.2048648655925	1099.2427935085555
A221	1090.0878449537288	1104.6016128893177	1094.070481201403	1088.961923409257	1087.0121313407126	1101.763806567436	1089.4626280231573	1092.347908194972	1090.5158133594352	1100.4278866608358	1127.7742454158658	1098.698711699743	1098.1321451608667	1103.072805869903	1105.6978915389004	1095.822984758344	1105.5751939210086	1098.8515807174263	1086.7174966838127	1090.1665224711128
A222	1119.8877749989551	1098.5031675545729	1075.2258326398019	1123.1985815915305	1114.48614715164	1104.78015923896	1082.9328831626758	1104.4953987786494	1087.7595677558907	1097.2920661476307	1095.7062352696096	1067.702302261107	1140.8409138213344	1100.1817766139056	1110.4025982388105	1104.4397076480507	1090.8308418079278	1075.5099383825936	1108.7107417574705	1091.4855267593778
A223	1092.06064580756	1089.3224351265198	1087.4269205003902	1098.08498164867	1093.3526441864535	1093.8366167710244	1097.9543936006924	1084.3542113599938	1088.404780976664	1089.590056539709	1095.5727624906106	1098.6645408051563	1094.3007465154606	1091.3634693944346	1092.6941758793723	1093.2417128879915	1096.068671976625	1093.6208582156348	1092.8840408374983	1092.8785731565456
A224	1103.3341725101513	1114.728965636839	1112.7859741598484	1103.66339370084	1104.0892246724022	1102.1832524768165	1100.2797091748116	1104.5193277497362	1108.6514551358562	1106.2548112270479	1107.0901763702207	1106.7663544468637	1105.1707675664472	1106.305521465887	1110.7325957280123	1111.2345538735967	1113.6187291866725	1106.5538905427888	1112.7896827191623	1109.0479138553785
A225	1096.731573811415	1100.1463556079404	1099.1965110826266	1100.6637399618855	1099.652165272317	1099.6213682468192	1099.710947256986	1098.9596948511871	1099.776297473733	1096.998506272784	1100.120258254944	1097.1669769980447	1100.828278480552	1098.3273734770225	1099.5819806112665	1098.7928973767825	1097.9983681260746	1097.7430795905007	1098.1439501911104	1100.4319199326774
A226	1139.1204123406997	1090.6117777246457	1116.7551506215138	1126.1831962311894	1123.249432818612	1097.2870533238709	1142.6189676841639	1064.1018904409405	1110.2680658740292	1126.565103252136	1132.0894937504315	1133.703535190869	1122.8742037290367	1145.2387339886454	1136.1988335372444	1130.0301365241055	1101.8046913604749	1125.3451315879377	1112.95995190313	1122.0074000607426
A227	1094.0336206270292	1092.528998300774	1108.0052571052147	1114.2540499663064	1106.3534931422394	1110.4246749567094	1104.8199494754917	1101.8387998649878	1111.3269361568396	1096.6378366934555	1098.2519461882534	1098.7213933971777	1098.0943161451637	1094.2537641313295	1097.5948172278006	1104.86688716042	1095.4053908346916	1109.1760589235466	1091.3152706239562	1102.3006414353304
A228	1114.688040065663	1105.6695122111348	1136.878660888901	1127.4136847914283	1130.3170582264559	1112.378306412979	1126.3785520733186	1120.9897885257549	1145.4247271041195	1111.7800674995653	1126.792963819489	1118.3915110626701	1114.4424534410248	1116.7811919022154	1132.4908869296185	1121.4319445270678	1119.0351950004238	1120.9592405548328	1124.6478219280598	1121.583563993193
A229	805.6266061062345	815.620335897001	817.4896466133463	818.2040020889585	804.9927198459277	818.9999022273237	819.2855801698082	809.5327164736055	817.1264791175586	810.2304791829492	900.5428902588133	906.1219053439197	898.6905540630963	902.6767481674502	902.2587886244535	900.4609526489767	899.0752763469524	903.5907838658575	898.1251882238831	903.0476369995048
A230	851.4210155502511	839.8779233028553	845.2724862999039	832.065160998548	877.6939823775441	843.4668997775844	848.9565103655029	856.2920635414489	872.8978441197432	848.3383603553776	931.2995009371748	944.2513936048695	928.7332052639917	945.1372873190039	949.8791650162276	914.9069205131809	929.8582760946407	935.7997824460394	924.9306507927334	946.3220678256663
A231	820.0934837154814	824.4840683536659	797.9012006810572	834.3245244293727	818.8196934503887	830.1215345872374	804.5251907420726	821.2416140590498	817.1140169306739	819.3425486415814	914.5454591410042	900.1298049687268	924.6631654367882	951.2087355798263	918.9755975036865	924.0192839363502	909.1897190919854	912.2945998204111	922.3771117088822	916.2311337546016
A232	824.1578197355365	819.6414154635895	825.5242654938652	820.4463642572182	821.7504321332093	820.1976315150066	821.8886890801326	822.7840969469391	822.9414643194713	825.5339099497403	907.886710801067	911.401647590948	906.8179207420886	910.4714791861202	911.0532839762295	910.2892894091623	907.6242010018176	911.5118812791369	908.3946985732161	910.1699733344359
A233	836.7146963022765	836.2614206906277	836.8037994676406	837.1613924965254	836.8227659559772	836.2568109758663	835.888941077241	836.5228831234925	837.351649172262	836.6023915645865	924.4538375535734	924.1803421587811	923.2941058135422	925.1136352805819	923.3393257267093	923.7463340154732	924.5520323595928	923.8546886733983	923.9854977854968	924.9511794129281
A234	814.8211158588081	822.7552895664966	814.5952057187839	810.5570041263072	822.9728984264658	823.2683134397648	827.5753964727221	816.5967251919034	827.2730515505732	828.2484039545554	916.2618652586291	916.8807512552451	921.8357880431626	910.902057028739	903.5032804862325	902.7748886449541	905.9953293691015	911.1479196952884	892.8248351999938	909.0276715017978
A235	831.6147663782546	831.7070062169693	832.2535429518183	832.5554117463817	832.0403343018779	832.3670168380365	831.639484499992	832.3396253456066	831.7290019817455	832.3875522245604	919.3470895412695	920.3150683158091	919.924127862092	919.243035763475	919.2500882848907	919.4126183050695	919.7547540818431	920.1607886097509	919.4235530085746	919.1216475692875
A236	828.1122545161538	823.4528784455202	821.7622993677066	830.8988845247414	820.3582457626029	825.5663700620719	826.7120941499305	831.4848695999514	826.4124118115956	825.6997157075599	915.7947090472521	904.6662369218667	905.8355869561373	910.8273553611989	913.6105919301598	912.817030128256	923.3353629854307	919.27452410343	910.2215926486352	919.7056894906824
A237	870.2529526100961	869.1068569959839	874.5212963294283	873.5910307289047	872.0341982502376	869.4696274172335	873.1345359448972	871.6062738008803	870.9562598116743	872.4874394321771	917.2421382073528	905.2587885704816	914.8572727529244	906.8649767535212	917.6290806844004	903.0367339863743	915.8056575496495	915.5008547240451	912.2675821820322	915.8165630692068
A238	881.0823181758501	891.2353492733711	902.1250791857065	868.9226807075123	912.6145529431504	887.1169028612079	911.5902008931105	901.9124034750361	887.8889040074114	902.0188770024947	932.1562882365429	931.2749474950068	928.3055884825523	921.6576735428557	929.6714598225041	921.6152788379984	929.4750195593175	955.2045090103101	922.1308363756892	945.8600866670528
A239	899.8497996045742	899.8522374284063	899.7534170239456	899.9199108712625	899.925056385035	899.834245589598	899.8851488126835	899.878987110623	899.7788302273307	899.8861214015852	938.6020549462957	938.5444712298932	938.6464050148286	938.7794129357827	938.6155785763631	938.7095072944509	938.5521552511834	938.6400618323822	938.7442071814288	938.6117691511304
A240	889.5342318288558	892.5096157338722	883.5733998671799	911.736581113817	883.1745816392367	893.0643254081651	896.5513649690508	882.4113281168252	885.9712624631388	892.4492638543485	930.291420244205	926.3876259752413	924.5758102380514	935.6075235457824	922.4080474972434	931.5928138763612	939.2561635087765	915.8536259389693	926.203561463628	919.5319242561576
A241	853.9119529019682	928.7854653203641	858.0204349577789	889.0155697042073	906.9658866165028	925.065375736853	930.0498282720212	885.3331210785555	904.3095675481262	902.7822144488713	959.5201415918209	932.6666523274579	935.627137277075	926.3665343198085	897.5980086576003	903.0397014632462	948.8163540417421	909.3845494721392	904.4456473444243	926.7339009493054
A242	894.7203821469799	891.8523620065514	894.6969841129378	895.1690742055476	898.2417754788769	893.5087092194563	893.3202998818978	904.3665479574449	898.642624715784	894.7058771621473	937.7038347416111	934.2386719802255	936.8854093191433	930.8871248639841	934.5305951790018	938.7081949509347	935.5283012724532	934.9456760101506	931.8296377513851	929.598433872879
A243	898.9447154350286	894.5406888269162	903.749825321147	913.5387206417057	896.5836624941924	915.1947551357699	891.81217059697	901.7914107341799	897.6282998440234	882.5546434830877	927.556804296412	938.1047993733871	932.0891516838537	935.3364888307933	940.401321034081	934.5504281581981	933.1223066381	926.6012546352546	941.0330319513141	930.9405792836477
A244	884.8216935655728	887.8595853811665	887.9255640439187	886.7098226740128	883.1049801116656	883.5009831308108	882.3240803204468	887.0431597583877	886.4728868396414	885.9779150682792	922.7577670821768	925.3551668460905	920.0190382749986	922.0063947932991	925.1180486530037	925.9245669621092	921.3223390601034	923.5537919174444	923.8564585108156	923.8903199969685
A245	957.2354648250173	1001.4147705577465	988.8182629279759	989.6121151361817	998.1699015908251	986.3644750220357	1009.7731000573065	973.8081244815193	991.355079891603	975.2109981209592	1009.2373914138291	984.1593065546024	984.8187327178656	1005.2631884743357	1008.2330815143619	982.0201592945768	1012.4872456564827	999.6876528548506	995.125274873775	965.3805333819427
A246	999.5892955259686	962.428791035807	999.2497537527923	1015.1853896383727	985.0837780081561	986.2084076503384	991.7437504121259	982.9664553970731	986.3236935191024	989.0246266917659	984.1871814189968	998.9607495491096	986.454379291404	982.6747237354181	984.9058546937558	973.4615319277441	981.9799042320282	966.8068847897955	992.1074192684533	984.1930773461931
A247	972.1545131894234	971.5784866480433	971.7985911640955	968.3956613711382	972.7844081407886	970.2339436583262	976.3486196172009	974.7832937998004	971.4992540596874	970.4629205589043	970.7513324598033	972.2116550922674	971.6508710707195	971.0883143504893	968.1245399662123	969.6499518621531	971.202441211816	973.7161517784449	968.5251419410505	975.9342357443863
A248	1017.8423201588066	1017.2835756567658	1004.5162410400769	1013.1733762940012	1029.8350234848972	1014.4791614290532	1012.7804677791323	994.1847559935329	1021.6109779232099	1014.687800912681	1015.8995063790554	1004.9974869020276	1016.6046974389089	1007.5591988634538	1009.7949439578827	1004.1935975808362	1010.9144279662336	1022.9927054379739	1014.4918913335706	1000.6027765147041
A249	976.2891477121192	977.9959424874045	977.0676864943705	980.0198728930058	978.6191479937445	978.4313089791975	978.5138138655796	979.0310578671609	979.7528884881972	980.5459815086921	978.5892452144562	979.530571282371	980.5248123861566	979.889485932072	976.7009683693342	978.3040431200913	980.8020666546737	976.4700524758028	978.4073742232149	981.0768789241198
A250	1000.8012886979753	999.9636896504883	999.9510184030019	999.0841002445569	999.2077019665333	998.3134727310745	999.0813909230947	1001.3996934122969	1000.7137529545408	999.5118474045117	1000.3695418398952	999.3932814854204	1001.1247817765608	1001.815812676415	998.5859396921052	999.6374248932036	1000.2728375387267	999.3231308535179	1000.4499187052038	1000.3659780405457
A251	978.5874901606958	964.0017628710112	963.8099558734614	984.494727292596	971.7189460604002	977.3863522698723	972.9117809493188	977.2205214244533	965.5139204393157	970.2099122544921	978.3015066462368	984.2021410985888	976.0604757287167	985.7621628289919	978.1574520325464	973.1931449073907	963.0007505046746	980.7236266798816	969.6571259838372	971.0660493460201
A252	975.1373614802719	975.2835793105904	974.2372500346547	970.7466864510704	970.8992065816525	972.0324336516296	975.2517567096335	972.5261369007211	969.773636640989	971.9329966962406	973.3800397025921	974.1493775208772	976.1813230625482	972.9264243359731	972.37575080084	972.5955803575803	973.9807590639999	972.5054782496136	974.1726086574497	973.2688516809337
A253	1004.5806838980033	1008.9769542647338	1005.1787063165236	983.8005890761106	1036.9809406414438	1017.5128203082256	1027.3845614625545	1029.1010649847772	1015.2286855480945	987.1450318034633	1015.9426062944761	1003.0773329491827	984.8123348398535	1003.2997783056541	1009.2789888434577	988.8689347332462	999.7851301430792	1008.5385694507463	981.6514978228323	1017.9972489725105
A254	942.077293199308	949.6216940480726	950.7924819497406	954.1386016062517	943.6088816565132	940.2607898835366	938.7608632630524	946.7418509678776	951.2239702585697	944.5784048721803	948.8796257204245	943.5474915737456	943.5720733513423	949.0111016692888	940.5084986039291	952.6039976909691	938.7266543670006	942.4673151260929	952.9646812792853	938.0193981039473
A255	944.2100980404172	948.3904273219043	945.3876704815867	941.825576489063	949.8629068494575	944.077486196711	950.6489912126905	944.5084332003808	943.0155356435815	947.0974686999803	945.1239730751954	943.9671686993385	949.6769898211008	941.353583940918	944.005151619375	951.3171733137015	943.8553460947619	945.515879314651	945.7826065580268	947.6155468276423
A256	948.094799836312	947.8523657395709	946.9364934618562	946.7584249300628	946.6221078878483	948.0272080863608	947.6417737288889	947.8748674323446	947.7987890278927	947.4244367396317	948.6287955028168	947.8525794015795	947.6310688957407	947.4407306899925	947.9491673736768	947.9974366651295	947.3640097515455	946.1940472553397	948.0698678292687	948.8983612096293
A257	935.9179912293015	934.0713880758561	935.6228241547847	932.8646937205102	934.5568416882192	934.2758408166479	934.545159165915	935.267040608174	935.3957022099629	934.1379470305206	935.0690014359354	933.8663592602502	935.1721029573564	933.7408467805493	936.6682319371816	934.293624683148	935.0185970726584	935.6691678001145	934.6223523791859	935.8641312996556
A258	946.5854939717001	949.3694826646881	957.3709166044982	949.1080306385738	949.6274764073129	966.7746104512961	958.4414976551407	948.7626784721422	943.4204114589868	954.653315012917	962.601624964434	960.3011147113931	958.3032941837879	949.1246713204273	952.0686580385493	951.8617117395931	949.9236318294359	961.692649405403	948.625416403532	957.1183481305501
A259	942.3682044254795	958.8788598830554	933.5726281680174	957.6372678471411	950.0747417508779	945.6888828798863	949.8259111480382	942.6440691154302	923.8059873236325	953.7316427559045	949.398740329309	950.2706478854554	941.672928724779	950.6295076036868	937.3480665640952	935.0065061569569	952.3137980064772	940.428457918531	933.576779839165	941.4546308648364
A260	949.6691245079128	949.6557656164887	941.904829321418	969.3791500515546	951.0783888944352	973.1045697604842	952.2592159740361	969.2063177447188	950.7886473627134	949.1257645445351	972.3992154751375	968.6745531597452	946.8048236963228	954.8537279468378	953.2983208521741	946.6798993591784	949.2104954207753	957.0299247562705	956.8329527261302	946.3536156932417
A261	967.0747103921502	961.4205709662355	950.7673077631297	950.4189429156717	962.3576560463948	966.2775200203988	966.2090024852545	955.3725251310552	961.8075227419469	952.8965968893563	971.5600584413376	950.09213230737	971.9383641994233	967.7738499791016	957.1323864931948	955.6034311032419	952.3898099012621	945.4236579654734	954.6191792032009	948.3893424787941
A262	925.6360993918659	926.7473931432601	936.9159166936846	917.639316208077	936.7328796781964	914.6924500577953	953.2760547302789	919.3096351874811	935.3429722604519	938.4822859922976	921.3552371741877	923.1307145589303	924.8458098675084	920.2071745812193	932.2871639080452	933.2506658173821	929.487500827462	929.2968776179843	930.6900831551087	931.3952581843022
A263	942.0273938492734	941.3183126379954	941.1425674627845	941.8228770796526	941.5278223656601	940.9340309027392	941.316285562317	941.3648784557005	941.9541709690457	941.3624163253792	940.4861447833838	941.7273446683716	941.9807472078475	941.2226229446319	942.580832821456	941.6621016400771	941.6500819973745	941.7576257757172	941.3863693520938	941.97397298098
A264	944.8261813174233	957.0516705111772	945.888760803249	947.2051343275925	945.1068596041797	947.6817344937853	947.1161479283584	948.2565422858964	941.5662152345814	941.7809527476853	950.4914247839655	945.8757696654627	949.308717708548	951.0274348227633	946.8801660206611	950.9156955821504	943.1726849891567	951.5082684279854	952.0687441800687	953.5432537545969
A265	967.6413998513276	959.4208204674807	960.2650821954194	959.5338378372927	959.9702702393276	966.7850440910233	964.9392891195411	965.2045901113156	960.1634134378661	963.5960221910867	959.7744511972535	959.0759340159559	964.4648225070443	962.8214249850446	960.7875464281249	959.1197531858904	958.4127698193859	961.2083959999148	959.7793386090198	959.6367060530977
A266	943.1736598920379	944.4791977078629	944.3282517774302	943.8523594866738	945.3902677423173	944.1399614115206	943.2081969644446	944.7411732453911	943.3763147575168	944.6328232560096	943.8490375540769	943.7921082971154	944.5196081849473	943.6134586685162	943.8462257244454	943.1371375672985	945.5457037009064	944.6344352358655	943.4471400854902	943.9878454755951
A267	930.8694320909912	943.4159870431405	948.1802421231203	950.7971715523497	930.7171113487817	949.606029836364	935.3642297616002	966.2209535264526	931.9505279614523	948.5000779226924	946.8994628534224	916.9503884659841	943.4686525516211	949.2993293008248	934.7848233825667	938.0856436952993	934.7219787948454	932.7528458770536	945.051092584812	940.5967204815959
A268	954.5007314645177	959.9102312565707	937.9270363890427	954.6649977138896	912.1147007719454	932.7037891634242	898.9316990326308	936.3400249674311	947.7057494267823	931.543529187937	921.8402280820844	964.1365645599592	938.973878940647	940.6770379768819	928.4473948451539	957.9225385877303	939.3460830817397	934.0362228519505	950.7516993589088	945.2598300013229
A269	950.0123101115319	954.0534768260867	956.6051666488548	949.9493259643352	954.4687022318495	953.425731170004	954.1586312172016	955.162370532778	958.4549086160641	962.7923247851061	953.0723296751866	954.1359136681876	956.0521836699729	951.6445732816277	955.9921112580683	956.8046885908784	956.8348442367666	958.4118149218739	955.4146085443093	955.2401647811623
A270	955.4273775226541	955.3935692042617	947.4925266553279	963.9764786272945	952.6387107791686	952.9651611196151	953.8340420034707	952.068099858035	953.5864465597028	954.7124652734334	952.7300454514693	958.6915757186233	946.4209705794964	947.6480040962521	957.5990194446185	952.4061837826733	946.3304852842261	954.3602851098444	956.5643329007476	945.6227075342172
A271	953.80986584676	954.1624577094993	980.02458180858	949.9641364326268	948.8299356615306	940.4544295819666	942.2979394008007	948.1120049403977	939.2608408611195	940.180369079026	918.5626598091371	954.6490911035304	939.4246947324929	967.5270676931011	958.7726767888831	959.2424387578762	947.0025590399719	923.90967378583	964.0567153407637	959.8072663304465
A272	957.3451202644973	942.8741872621088	945.4481712702965	946.7474764379942	956.3552608054041	933.9641777919326	947.4578806381452	962.7079420876696	937.7314797384723	949.5391668533447	963.976526294306	945.1172738947888	947.9129694154923	941.6690337832034	946.2217227071177	948.5683646155042	934.4856038402776	952.4250217551664	971.5293180935226	950.3497626697726
A273	950.2110211611088	949.5875529582822	949.3584746817053	951.6791464162659	949.9560725858431	946.9715293896448	952.142840728415	948.7700963395567	947.3816106368974	950.7483201091205	951.1795431680689	948.7225982634493	955.4891402226962	949.9857831056568	951.1095555858305	948.2567694331918	949.6312562434035	953.6327743830275	948.9912320680802	948.742803646763
A274	956.682230517003	953.1329428892474	912.8772697488747	940.3792777650668	957.2255656212054	967.2181148727077	953.8083043010123	946.7380906851894	958.2519556903661	943.3114859258911	956.6262694924629	933.1662497665967	944.7240609089516	950.4628664199415	945.4536612821518	952.5000956946026	985.9467902250941	958.2033182675061	967.4950499022231	936.4602672639493
A275	955.237561344623	958.0291749068991	955.3099155656453	953.9043098285741	952.3517266754878	955.2119779723905	956.2923364646917	956.9025595720516	955.9559436490579	954.0097724601878	954.2500217929868	950.9726000134195	955.5527483559667	955.8554504621981	955.986704125499	955.5904890625412	959.437982156628	955.7338856654519	953.8249721765612	954.3638247726826
A276	953.1336844584987	959.7030175439822	950.0761558532904	957.3059894764353	962.4562341134415	953.660612911592	955.6732189467165	957.7396878928015	960.5411260531862	960.4470226821367	959.6653076542947	956.7108087513997	959.7152735299103	965.2741553581262	956.5709388054919	964.9130490198472	956.9533642701084	958.4870963479228	955.5812210855541	953.8301041805094
A277	967.3561666599869	968.3297075932604	965.3459303333489	967.9521853654521	966.820334000387	967.5279211653857	967.430254266396	967.1261139669496	966.2223536793852	968.0568705352428	967.0847700392005	967.0090275230684	967.1246816197466	968.2719046604269	966.5262100499186	966.571204921236	966.192668316055	967.4618639631708	966.2452487801238	966.5338513092092
A278	1059.1792882540785	1046.483291555279	1049.5423454497195	1058.3761607619674	1042.15219991374	1051.717971012732	1044.110202235324	1044.4998096788029	1046.6222328205163	1038.2498773057946	1044.0687775904212	1035.5932174101981	1035.4318357044256	1047.46163727626	1055.3995951843128	1043.1191029530514	1046.0789936913313	1045.9650040040906	1049.7941536929168	1042.1608630420455
A279	1020.8076650966793	1043.683751865241	1034.4033047286575	1041.4739503551002	1032.9479585418999	1046.632118839442	1048.9331840886493	1040.9142289052797	1016.7751796004857	1040.293313143603	1016.7295741592233	1052.4200228222692	1041.5420024622758	1040.447368757001	1046.1998691076187	1034.8345823148998	1048.3125156352962	1025.7059911835363	1038.2773208472847	1042.7665135533755
A280	1036.3691434495317	1045.4449331081478	1048.4062803940235	1025.0782479012232	1028.3082042489523	1030.8045989190139	1054.6145689350722	1051.0838565422034	1064.586884694434	1024.9077241498724	1019.8716375113601	1032.6944806879324	1064.8613289182542	1033.9054815584852	1042.1872149322935	1048.8834858772775	1056.186367640769	1071.3846947713082	1036.5260946672236	1046.6922730664332
A281	1046.1096301379393	1047.2423525900992	1053.705862902976	1044.6117501935569	1046.9572908094124	1045.9041834691118	1047.706258390611	1047.0558397409338	1041.600659547114	1047.835450507734	1046.5276632272642	1048.374971976991	1052.7545885054715	1049.0763937302506	1044.809185332836	1045.6436210865681	1043.6646773793657	1047.278207468871	1052.221761364723	1043.8863170954123
A282	1056.411804427772	1044.096763591998	1025.7042106005172	1061.2841741956743	1066.4558330543568	1030.3621046470016	1076.4602899195897	1051.421436716135	1055.7428323006734	1067.614689950459	1071.2615283984014	1054.670220975683	1064.4272045170183	1059.8049638242437	1014.0362396830901	1047.51035399526	1042.6579834823876	1052.9661997849619	1037.7146983638445	1058.7025241844117
A283	1038.2034107314337	1039.5110987560822	1032.7420800989876	1030.20645793723	1041.9048705688897	1029.1512763026994	1038.4523611851482	1025.9991748539646	1031.5377611920583	1036.3927903502342	1031.9603531180467	1027.8840068489237	1038.8821175726175	1031.687491995781	1035.3574557503048	1037.791649171051	1036.2727195911684	1031.475451972405	1034.0807107304356	1042.042268097524
A284	1065.75820240813	1056.9447632108313	1048.2675850278922	1035.2630110778864	1069.2184379109874	1031.3552243600584	1038.1845063207802	1023.1739521424506	1054.866120761628	1025.4721353371053	1044.0575929536983	1024.385639605696	1065.0469674413607	1032.1612646115464	1062.3020247751838	1046.2675416987136	1038.4064984784247	1070.343828406663	1059.71259953016	1054.6167723285023
A285	1033.2958306601217	1034.1311063451394	1044.272676438443	1049.923836529779	1036.1303274880636	1037.9502364489204	1036.9842700912243	1044.3116550306215	1038.5448996734458	1022.536000971024	1038.0647661398998	1035.2871997575442	1041.256960052606	1008.2580277097674	1045.03217993533	1059.935503104655	1024.0453762876134	1052.883359163042	1032.8152801981853	1045.7106306916867
A286	1045.9390913712123	1047.0145797043556	1049.078222686917	1042.223619045792	1048.8604536576483	1045.079671689715	1052.621249107759	1042.972144152451	1047.1019739867113	1057.616197303129	1049.2406152820863	1051.045715770843	1047.0599990112419	1047.3933039673755	1047.161093145389	1044.6396387722548	1056.114456569039	1049.0435144136625	1039.580509104124	1045.89344203577
A287	1009.2463189851961	1006.6509971427431	1031.0718531728962	1008.7611578313243	1026.451105104866	1011.5705353642252	1026.2585997005006	1024.0790221153827	1040.5986585170428	1003.9353180728449	1017.7335156975099	1032.66600673367	1033.793932034852	1028.17619963759	1028.2857273001753	1013.365770408092	1015.2062714426658	1007.329369846833	1029.0117804238982	1036.502794569274
A288	1041.6196992347172	1034.6648024659878	1039.1610455303412	1041.1343410930008	1040.8686043642576	1040.9157036513595	1043.1326348942814	1033.1120622469018	1031.2404233580141	1033.0758169810035	1035.8063971718493	1040.7157828234526	1041.5903401143005	1041.8400179360444	1033.0630902466535	1037.1063740580994	1031.6075241427639	1048.3523881360038	1036.441749196254	1031.1589713735377
A289	1015.1864015316656	1006.4434663005883	1013.7830762382505	1015.4808369147498	1011.4640948037808	1012.3630365057777	1020.8365034418548	1011.6237427753063	1007.7532531306649	1013.3538265388909	1014.2941372642688	1013.5680788177826	1011.3478051747289	1024.0745640102894	1011.0600114227543	1011.4237780263312	1013.5350352644166	1016.7777466924574	1015.449780166334	1015.151650511501
A290	1031.2328686808312	1031.3141131320212	1026.4220720042113	1058.820946411328	1034.0742367154785	1013.1963744704533	1020.7101488486313	1038.072041546756	994.8092309292274	1026.9881298570635	1031.4635970426689	1017.2688004897866	1027.5330524544015	1030.9022838232086	1028.734253069634	1016.2728706060157	1031.3590263405315	1044.8067606475188	1043.390763686765	1029.72095015636
A291	1020.3140458472557	1002.7951442560487	1027.0417467518298	1008.634479071678	1021.5078768469858	1005.8923362366781	1002.5465271969499	1006.4806293102548	1014.6797968879725	1016.2834735964678	1034.4248464654029	1009.6141536272842	994.2008763800246	1025.048532526686	1029.298011205022	1011.6303900153542	1023.5830160165405	998.8984681742025	1013.0481629536829	1014.104309100316
A292	1020.3092674531631	1027.1883368291988	1021.735641211314	1016.908803999386	1027.1575549153376	1019.4412142247886	1016.3158722879444	1020.749621224455	1026.4449736044676	1024.3376438726718	1030.93164508571	1026.262631588264	1015.8852499840627	1018.3093222316704	1036.7056191818729	1037.8288057848345	1037.361589535686	1028.0011561008212	1008.3700871152583	1007.8886750670111
A293	1005.541069940543	1009.9869691009567	1011.4610876570716	992.8935113588004	1039.6145348429998	1016.0794337474313	1034.2163992476862	1022.6217280987235	1026.9111691836633	1038.277794328748	1021.0967088454411	1021.5593073130459	987.8581425625586	967.9931581219123	1005.5805967138973	1030.803054263	989.6159133521245	1033.991521385734	1005.9248457260969	967.258909122898
A294	1012.653888253813	1011.8977624552386	1011.6526203026418	1012.3658490034343	1012.1286519467363	1012.8912587452413	1014.6889222979817	1013.0061962911134	1012.8660805617811	1011.0870871210346	1011.5517533100711	1015.0804154563807	1014.16989828552	1011.513044949944	1014.2231418918085	1008.6801140587374	1011.716128233393	1015.0815145651466	1013.3381155899068	1016.0810869825642
A295	945.4222993357616	952.5623111318405	939.9973428866875	964.4069019277918	973.5170656619342	921.6543744440726	942.3228158076187	923.1783686890554	938.4665165365212	967.4113410047787	907.4649953401521	974.4702214627481	938.8366807639464	960.165212201515	965.9593684868328	964.798409617173	947.3641975634378	933.1109463906961	956.6319383342368	949.6607907837796
A296	953.1924944285283	953.4188518429554	953.1636800023801	953.1331371677394	952.9206479969876	954.1678021894594	953.2441577061805	953.5143896821259	953.8631219964494	952.7934016182114	950.737669942954	951.8615658548922	951.9367547134195	950.6806968177607	951.5152985341205	951.8937256100232	952.021810014968	950.9350431831086	951.4087049712148	951.0833749429595
A297	952.5367468178307	936.2073441589417	962.2734436035654	948.8875103545109	949.3486426619032	967.7665395950653	934.4219254727451	1001.1952679475802	958.9853823149346	941.9910853015149	940.3878263530127	963.9625232209255	971.2963137372141	934.5992035320966	956.1455281000782	985.941322453022	944.5399963527033	956.3844580566736	933.2998058755026	975.1726754545155
A298	981.5179889721268	977.2221254734516	957.9338353235855	963.4924103165274	965.2685328442768	966.6332811143513	954.0049778685222	959.4488062708613	964.0592462693979	973.2466192650312	967.2125310521418	973.7448037946798	969.9498948552094	962.9995404175266	964.4439954021174	954.7359363590945	961.4719510459623	958.2970797889288	962.7620758476128	969.3195365470785
A299	959.6771888866799	958.336213493466	962.4224502612564	951.1437790643525	945.7016320810023	951.3092304108193	951.2432113007612	948.2825402096024	945.4565908074413	937.232769981541	955.3407633318095	945.4244351583299	944.0523029279348	947.8562191890226	937.2357668091031	946.1070410036044	948.4894531045887	950.5498538596486	959.6173703627462	940.3114627399622
A300	939.0689803622898	932.7741280870687	931.456150473836	938.6696171317415	936.8847864439313	939.4931942938774	926.9436563860173	938.0760347893046	934.9164178449798	924.7840767840265	937.6663709045409	938.4874717068309	932.7966242985001	931.4769089889686	923.7609386202146	938.4668134481393	940.6234693131707	937.5484281675399	938.1940715365381	937.520127322062
